user_id,recipe_id,rating,dateLastModified
5215572,17991,5,"2010-08-25T14:38:53.84
"
5215572,170724,4,"2010-09-09T14:04:45.733
"
5215572,18045,5,"2010-08-16T14:51:25.833
"
3622615,60598,4,"2009-03-15T12:10:20.85
"
1313770,47519,5,"2005-10-04T15:43:36.653
"
1313770,42964,5,"2005-09-04T16:28:14.5
"
1313770,47822,5,"2005-06-24T18:45:25.903
"
1313770,11815,5,"2005-01-06T14:24:21.217
"
1313770,12780,5,"2005-06-04T17:41:53.95
"
1313770,150711,5,"2009-07-28T16:11:57.573
"
3181149,9999,5,"2010-12-04T12:00:22.093
"
880574,16700,4,"2004-01-25T07:10:59.123
"
880574,176682,4,"2010-02-11T18:57:39.793
"
880574,141846,3,"2011-02-03T04:35:22.727
"
880574,52464,3,"2006-05-18T15:10:33.48
"
880574,23260,4,"2008-01-10T10:27:11.54
"
880574,42813,4,"2006-03-29T19:14:39.31
"
880574,86652,4,"2005-09-22T19:42:07.357
"
880574,49152,4,"2010-03-16T12:57:38.143
"
880574,166859,4,"2010-03-14T06:19:02.96
"
880574,16913,5,"2005-01-21T05:26:36.56
"
880574,14832,4,"2006-08-30T18:54:51.607
"
880574,15134,3,"2009-03-18T10:53:09.767
"
880574,77069,4,"2005-05-12T08:37:01.89
"
880574,50848,5,"2004-09-24T05:16:42.61
"
880574,50849,5,"2005-04-09T16:54:42.607
"
880574,187924,5,"2009-10-13T09:48:01.463
"
880574,14144,5,"2005-07-29T05:09:02.31
"
880574,14495,4,"2004-11-13T14:38:53.733
"
880574,15367,4,"2005-01-05T05:39:24.217
"
880574,13328,4,"2004-07-14T11:46:58.083
"
880574,14809,5,"2004-11-27T04:45:38.31
"
880574,16427,5,"2004-05-11T07:46:18.983
"
880574,94072,5,"2006-06-10T17:15:55.233
"
880574,31064,4,"2005-09-13T16:38:19.153
"
880574,73191,4,"2005-05-30T09:26:23.403
"
880574,87216,3,"2005-07-18T10:25:16.827
"
880574,16624,5,"2004-12-30T05:26:36.187
"
880574,53075,4,"2005-07-25T16:29:05.967
"
880574,20356,3,"2008-04-28T10:56:08.903
"
880574,26354,5,"2004-10-12T05:34:52.647
"
880574,16235,4,"2005-10-31T09:58:11.137
"
880574,12974,3,"2010-01-02T17:05:39.17
"
880574,12971,4,"2008-03-24T10:23:14.4
"
880574,8947,5,"2005-07-17T18:48:42.967
"
880574,8948,3,"2006-01-17T05:11:26.983
"
880574,151633,4,"2008-04-17T19:56:43.51
"
880574,23613,4,"2006-08-22T17:35:36.42
"
880574,51294,3,"2006-07-02T16:26:24.56
"
880574,48930,4,"2005-05-18T06:20:47
"
880574,19346,3,"2008-08-17T07:21:34.697
"
880574,21391,5,"2004-11-03T16:23:17.74
"
880574,37960,2,"2005-04-13T19:11:05.577
"
880574,74698,3,"2006-02-14T17:21:47.56
"
880574,14064,5,"2003-09-22T06:06:25.45
"
880574,167331,4,"2011-05-08T18:00:21.467
"
880574,15007,4,"2004-08-09T05:12:56.45
"
880574,35806,3,"2007-05-02T20:09:40.557
"
880574,19631,4,"2005-01-20T10:54:42.92
"
880574,11937,2,"2005-03-12T05:42:32.81
"
880574,8665,3,"2004-11-22T06:21:53.937
"
880574,17897,5,"2006-12-24T16:53:22.127
"
880574,73303,5,"2005-09-07T17:20:05.857
"
880574,75681,4,"2006-09-07T19:20:23.123
"
880574,14568,4,"2005-03-17T16:31:03.23
"
880574,38107,4,"2004-08-05T08:19:49.437
"
880574,72823,5,"2006-07-02T16:20:10.577
"
880574,15212,5,"2007-01-31T10:12:30.777
"
880574,37184,5,"2004-11-07T13:14:42.59
"
880574,21050,4,"2005-04-04T17:36:46.42
"
880574,90089,4,"2008-03-19T09:44:30.22
"
880574,20015,4,"2004-06-07T05:54:23.577
"
880574,8783,3,"2005-03-22T06:30:18.623
"
880574,56193,4,"2004-02-21T06:53:22.123
"
880574,92584,4,"2006-08-16T15:37:52.14
"
880574,86925,3,"2008-11-02T15:47:51.81
"
880574,44868,3,"2007-03-04T16:41:32.337
"
880574,11887,5,"2005-11-07T16:34:30.09
"
880574,13025,4,"2003-12-24T06:09:39.803
"
880574,13028,3,"2004-01-25T07:26:12.263
"
880574,26595,4,"2004-12-26T12:31:24.733
"
880574,25483,4,"2005-09-01T18:15:08.873
"
880574,42829,4,"2005-09-14T19:02:14.59
"
880574,25933,4,"2007-12-17T09:39:49.78
"
880574,213206,3,"2011-02-18T07:23:03.943
"
880574,13608,5,"2004-11-27T04:43:19.42
"
880574,21430,3,"2005-12-15T05:39:35.483
"
880574,142488,4,"2008-02-26T05:34:10.447
"
880574,22273,4,"2005-03-31T05:13:00.403
"
880574,74007,2,"2007-08-14T12:25:43.633
"
880574,14651,5,"2005-03-25T05:24:30.483
"
880574,86230,5,"2005-06-26T17:40:15.577
"
880574,20723,4,"2004-07-26T05:14:47.53
"
880574,20724,5,"2004-08-11T05:47:44.09
"
880574,14583,4,"2005-04-18T16:51:34.2
"
880574,16226,5,"2005-07-10T16:39:29.827
"
880574,25889,5,"2005-09-13T16:36:02.56
"
880574,12041,4,"2007-09-03T07:04:25.283
"
880574,17407,3,"2004-07-13T17:50:46.953
"
880574,13316,4,"2006-04-20T15:28:05.92
"
880574,13311,4,"2005-12-28T12:01:24.077
"
880574,13313,3,"2011-04-29T16:26:55.51
"
880574,45291,3,"2004-11-27T04:50:21.64
"
880574,51317,5,"2006-04-27T18:45:27.67
"
880574,25371,4,"2005-09-07T17:26:02.42
"
880574,16418,2,"2009-05-01T16:34:24.65
"
880574,14768,5,"2005-01-26T06:40:35.403
"
880574,13937,5,"2005-10-28T15:25:05.467
"
880574,13933,5,"2004-07-20T05:24:46.977
"
880574,27072,5,"2005-03-22T19:52:06.577
"
880574,27070,4,"2005-04-24T17:11:34.873
"
880574,22415,5,"2006-03-16T16:07:09.5
"
880574,139510,4,"2009-12-03T17:13:16.037
"
880574,59866,5,"2004-06-02T09:51:26.78
"
880574,15051,4,"2004-12-31T09:47:31.653
"
880574,73757,4,"2006-06-10T13:27:40.81
"
880574,22335,4,"2004-04-30T05:35:23.03
"
880574,162036,4,"2011-05-08T18:02:55.783
"
880574,20415,5,"2011-07-20T16:38:21.033
"
880574,23874,4,"2006-07-07T20:12:53.327
"
880574,86514,5,"2006-08-18T17:42:05.327
"
880574,11969,2,"2011-04-20T13:40:35.023
"
880574,25148,2,"2005-11-07T06:24:12.7
"
880574,16352,2,"2004-10-22T05:43:38.99
"
880574,22751,4,"2006-04-05T10:34:23.577
"
880574,85275,4,"2005-08-29T17:22:06.983
"
880574,12909,4,"2005-02-08T07:20:21.623
"
880574,14684,4,"2004-10-03T13:29:10.43
"
880574,14685,3,"2005-02-28T11:41:17.81
"
880574,14680,3,"2003-11-19T11:46:54.107
"
880574,14537,5,"2003-08-25T06:39:58.85
"
880574,14531,5,"2006-05-07T17:32:20.187
"
880574,27739,4,"2003-10-13T07:16:35.077
"
880574,26463,5,"2004-09-22T05:15:00.293
"
880574,20925,4,"2007-12-17T09:41:04.407
"
880574,80986,5,"2005-09-23T18:08:13.123
"
880574,16149,5,"2005-04-07T15:57:11.86
"
880574,11695,4,"2005-01-25T12:38:56.17
"
880574,11692,5,"2004-08-27T05:24:00.903
"
880574,53462,4,"2005-08-09T16:02:15.53
"
880574,202421,5,"2009-12-30T14:29:16.763
"
880574,16174,5,"2004-06-06T07:40:39.39
"
880574,10070,5,"2006-01-10T07:03:09.607
"
880574,19335,5,"2005-11-01T06:08:09.327
"
880574,54202,4,"2006-06-13T18:43:24.467
"
880574,86204,3,"2006-06-15T19:16:49.75
"
880574,134179,4,"2009-01-01T07:52:54.39
"
880574,8771,2,"2004-11-08T11:07:57.507
"
880574,24087,5,"2005-04-27T05:24:22.56
"
880574,26626,5,"2005-07-27T16:41:17.92
"
880574,74223,4,"2005-03-09T05:51:50.187
"
880574,16723,5,"2006-02-13T16:32:06.873
"
880574,13076,4,"2005-05-18T12:54:27.577
"
880574,60924,5,"2004-12-26T12:26:48.937
"
880574,15715,4,"2006-07-01T18:39:55.013
"
880574,103767,3,"2009-05-01T16:06:07.783
"
880574,92763,4,"2008-04-23T11:39:27.54
"
880574,17371,5,"2004-11-15T07:58:57.653
"
880574,20849,5,"2005-01-21T05:21:46.937
"
880574,16685,5,"2005-08-13T11:34:42.06
"
880574,8888,4,"2007-02-14T20:01:49.39
"
880574,49262,5,"2005-09-09T17:01:56.793
"
880574,53935,5,"2005-10-05T05:18:09.107
"
880574,18509,5,"2004-03-26T07:38:17.187
"
880574,34066,4,"2004-09-30T18:16:12.827
"
880574,42653,1,"2005-04-20T05:31:39.39
"
880574,23943,5,"2004-11-15T08:31:25.92
"
880574,70522,3,"2005-12-28T15:42:49.607
"
880574,18316,5,"2004-10-22T05:32:35.193
"
880574,18318,5,"2004-03-26T07:49:40.793
"
880574,34929,4,"2005-06-10T13:52:40.577
"
880574,15340,5,"2006-08-13T13:11:11.653
"
880574,17453,3,"2006-08-05T17:52:22.123
"
880574,13346,5,"2007-10-21T07:37:42.277
"
880574,13345,5,"2004-08-02T10:21:52.123
"
880574,20144,4,"2010-06-13T11:45:12.843
"
880574,22931,4,"2005-08-01T19:19:31.467
"
880574,88102,3,"2009-04-19T15:25:19.567
"
880574,56954,4,"2006-07-21T06:19:43.09
"
880574,17712,3,"2004-12-01T05:17:35.28
"
880574,60616,5,"2005-07-29T16:21:34.187
"
880574,75818,4,"2005-09-14T10:53:20.077
"
880574,25466,5,"2006-04-26T16:59:32.857
"
880574,25469,5,"2007-08-14T12:23:27.06
"
880574,18294,5,"2005-04-30T05:07:41.42
"
880574,15063,5,"2005-05-08T12:24:59.5
"
880574,15068,4,"2004-10-13T05:21:59.53
"
880574,16012,2,"2005-08-23T16:32:05.06
"
880574,12775,5,"2006-04-15T17:28:30.357
"
880574,12776,2,"2005-10-10T19:00:35.42
"
880574,12771,3,"2006-06-28T07:13:21.467
"
880574,21174,5,"2004-02-09T07:44:16.357
"
880574,21176,3,"2003-09-26T05:56:42.233
"
880574,46922,4,"2005-01-03T05:31:26.903
"
880574,58645,4,"2005-03-17T16:33:46.53
"
880574,217775,4,"2011-06-19T12:51:02.18
"
880574,108006,4,"2010-05-12T19:22:28.607
"
880574,22700,5,"2008-09-29T09:52:28.95
"
880574,38427,4,"2004-08-09T05:08:55.467
"
880574,60480,5,"2007-03-04T16:39:27.347
"
880574,13279,4,"2005-11-04T16:42:50.467
"
880574,17794,4,"2004-02-21T06:49:35.64
"
880574,54839,1,"2006-11-10T13:00:38.803
"
880574,63340,5,"2008-12-17T09:46:42.88
"
880574,14041,5,"2003-09-24T07:43:35.95
"
880574,18213,4,"2003-11-11T16:40:24.043
"
880574,13422,5,"2006-11-13T10:30:25
"
880574,16099,3,"2005-08-30T20:07:00.047
"
880574,16098,5,"2006-12-24T16:50:55.907
"
880574,16329,4,"2005-02-20T16:11:42.937
"
880574,92845,5,"2006-02-18T19:30:00.67
"
880574,23788,4,"2005-04-27T05:27:51.483
"
880574,27093,5,"2006-11-05T17:11:06.727
"
880574,18005,3,"2005-10-24T05:40:56.45
"
880574,14580,5,"2005-08-15T08:41:18.967
"
880574,72804,5,"2006-04-05T19:30:21.843
"
880574,21033,3,"2011-03-30T18:01:56.603
"
880574,25861,5,"2006-03-20T15:55:58.28
"
880574,23336,4,"2006-02-20T16:36:27.45
"
880574,18900,4,"2007-10-21T07:54:42.817
"
880574,48548,5,"2005-09-10T16:02:23.167
"
880574,19853,3,"2004-12-31T09:42:07.653
"
880574,29798,3,"2006-06-12T17:46:20.53
"
880574,27192,4,"2005-12-31T10:13:30.937
"
880574,87111,4,"2007-10-21T07:42:33.867
"
880574,7191,5,"2005-09-23T18:10:16.64
"
880574,13993,3,"2005-06-06T07:37:51
"
880574,13996,4,"2011-03-30T18:09:36.13
"
880574,63911,4,"2005-06-25T18:10:29.873
"
880574,16901,2,"2009-10-11T12:52:25.297
"
880574,90119,5,"2009-04-07T10:56:22.197
"
880574,23709,3,"2006-06-21T05:28:45.357
"
880574,57790,5,"2005-05-21T10:35:08.98
"
880574,55860,5,"2004-12-22T05:42:50.043
"
880574,57429,5,"2005-05-30T09:31:15.967
"
880574,14679,5,"2003-10-13T07:23:40.153
"
880574,77902,2,"2005-06-17T12:28:17.857
"
880574,151687,4,"2008-09-21T18:10:06.33
"
880574,16771,4,"2005-09-09T17:03:32.623
"
880574,38828,5,"2003-09-02T05:59:49.34
"
880574,12889,4,"2005-04-18T16:58:57.653
"
880574,51997,4,"2004-08-11T05:34:00.03
"
880574,16438,3,"2003-12-24T06:14:22.333
"
880574,21303,4,"2004-01-25T07:14:57.513
"
880574,22142,3,"2011-03-30T18:07:08.347
"
880574,203248,2,"2010-01-20T16:24:45.27
"
880574,25512,4,"2004-11-23T05:11:46.217
"
880574,25517,5,"2004-11-15T08:12:00.653
"
880574,17368,4,"2007-05-15T16:57:41.16
"
880574,16638,4,"2004-08-18T06:11:16.153
"
880574,12749,4,"2008-08-17T07:19:49.433
"
880574,17325,4,"2004-10-18T05:41:31.717
"
880574,16982,4,"2006-12-28T16:10:22.25
"
880574,54040,2,"2004-04-19T05:33:51.763
"
880574,8694,4,"2004-01-25T07:08:20.857
"
880574,61387,3,"2006-10-04T06:59:04.28
"
880574,78189,3,"2005-08-25T16:22:40.59
"
880574,25911,5,"2009-08-31T18:25:38.747
"
880574,54362,3,"2005-08-18T06:22:10.937
"
880574,23998,4,"2004-11-15T05:44:09.623
"
880574,51283,3,"2003-11-11T16:33:26.623
"
880574,108487,5,"2008-07-03T08:20:11.407
"
880574,86354,5,"2006-03-22T16:03:23
"
880574,21669,4,"2004-12-21T05:54:10.403
"
880574,19352,4,"2008-12-17T09:39:11.057
"
880574,40154,5,"2006-05-04T18:51:54.28
"
880574,8613,3,"2009-05-01T16:03:20.07
"
880574,16378,4,"2005-02-22T18:06:51.34
"
880574,72193,4,"2010-01-05T06:16:59.11
"
880574,72194,4,"2004-08-12T05:35:38.67
"
880574,25206,2,"2007-02-11T06:05:10.047
"
880574,25201,4,"2005-12-20T06:05:41.403
"
880574,42964,5,"2004-11-10T05:24:30.687
"
880574,14558,4,"2004-09-07T14:02:29.607
"
880574,14554,5,"2005-04-18T16:55:06.577
"
880574,90543,4,"2006-01-25T16:15:53.873
"
880574,91597,5,"2006-01-27T15:38:08.187
"
880574,56391,3,"2003-10-06T06:20:48.78
"
880574,76129,4,"2007-06-03T20:39:17.543
"
880574,86019,5,"2006-06-12T17:49:38.31
"
880574,87163,5,"2005-09-19T16:24:14.327
"
880574,82078,4,"2009-02-13T13:43:27.29
"
880574,11779,4,"2005-08-29T17:17:52.98
"
880574,8823,4,"2004-06-24T07:40:18.733
"
880574,22489,5,"2004-11-11T07:13:51.827
"
880574,26391,5,"2005-10-31T09:56:07.933
"
880574,14621,5,"2009-04-01T19:03:50.98
"
880574,89614,4,"2006-04-15T17:31:11.92
"
880574,184193,5,"2011-06-13T17:30:49.937
"
880574,17628,4,"2005-01-18T08:20:06.75
"
880574,51825,2,"2008-05-01T09:29:41.423
"
880574,23074,4,"2010-07-12T18:36:42.613
"
880574,14746,5,"2003-11-06T18:19:10.81
"
880574,23923,4,"2004-05-05T05:40:47.623
"
880574,23922,3,"2003-12-09T08:14:16.53
"
880574,87438,4,"2006-11-19T17:29:09.533
"
880574,19934,3,"2004-07-20T05:17:35.68
"
880574,12050,4,"2009-09-09T10:24:56.323
"
880574,85127,4,"2005-10-28T06:18:05.997
"
880574,59787,4,"2008-11-09T07:23:13.33
"
880574,163153,3,"2009-09-10T17:48:41.917
"
880574,26298,3,"2006-09-22T05:44:06.78
"
880574,68301,5,"2006-03-15T19:21:24.293
"
880574,31026,5,"2004-11-19T05:43:56.013
"
880574,72532,3,"2009-04-24T19:54:53.737
"
880574,47908,4,"2011-03-30T18:11:19.403
"
880574,64776,3,"2008-04-20T17:03:09.32
"
880574,52307,5,"2005-07-14T16:47:33.107
"
880574,21441,2,"2003-11-11T16:35:51.64
"
880574,86801,5,"2005-07-29T16:24:30.17
"
880574,14105,4,"2004-12-22T05:39:34.687
"
880574,17475,4,"2003-09-22T05:59:40.593
"
880574,22916,4,"2004-11-19T05:37:40.047
"
880574,17732,5,"2006-02-02T16:47:28.89
"
880574,20403,4,"2005-08-09T16:08:34.967
"
880574,25449,4,"2005-04-07T15:54:41.59
"
880574,25445,3,"2007-07-07T19:14:53.38
"
880574,14712,4,"2004-11-03T16:20:54.32
"
880574,14713,4,"2005-04-12T19:13:11.763
"
880574,30522,5,"2003-08-26T05:16:50.1
"
880574,12715,4,"2004-07-28T06:07:39.747
"
880574,17534,4,"2004-08-11T05:39:24.187
"
880574,7329,4,"2003-08-25T06:27:47.32
"
880574,15901,5,"2007-09-22T17:17:57.183
"
880574,8626,3,"2006-05-20T21:22:26.733
"
880574,8627,5,"2003-10-08T10:52:55.297
"
880574,8620,4,"2005-12-06T17:25:28.53
"
880574,16346,5,"2005-01-31T17:37:25.59
"
880574,16348,4,"2005-01-03T05:26:35.873
"
880574,21256,4,"2004-10-13T05:17:14.7
"
880574,14521,5,"2005-08-03T17:07:33.187
"
880574,14520,4,"2003-10-31T18:38:18.52
"
880574,14527,4,"2004-05-19T05:36:42.28
"
880574,14526,5,"2006-01-24T16:40:57.92
"
880574,14525,3,"2005-04-05T18:04:31.047
"
880574,14528,5,"2005-01-04T05:26:39.92
"
880574,14567,5,"2004-11-07T13:11:35.577
"
880574,22521,5,"2005-12-12T06:23:44.107
"
880574,20933,5,"2006-05-11T17:08:02.59
"
880574,24035,5,"2010-04-02T10:01:47.11
"
880574,36621,5,"2005-05-19T05:34:03.887
"
880574,78210,5,"2007-03-22T09:43:11.247
"
880574,21539,5,"2005-08-02T06:16:23.56
"
880574,14027,4,"2004-12-02T05:54:14.123
"
880574,146366,2,"2009-05-16T16:13:37.34
"
880574,84310,2,"2009-08-31T18:21:18.69
"
880574,25276,4,"2004-06-06T07:49:30.5
"
880574,25272,3,"2004-07-26T05:19:31.403
"
880574,204343,4,"2011-04-29T16:28:48.503
"
880574,14611,3,"2005-10-12T06:14:21.7
"
880574,31796,5,"2005-07-27T16:38:38.543
"
880574,20768,5,"2006-09-10T18:04:13.373
"
880574,149230,2,"2008-11-21T19:36:51.003
"
880574,36856,3,"2006-05-07T16:43:07.03
"
880574,84475,5,"2005-07-14T10:18:41.577
"
880574,19388,4,"2005-08-24T16:10:06.873
"
880574,19960,5,"2008-06-06T07:04:17.327
"
880574,16711,3,"2004-11-03T16:24:56.677
"
880574,90497,3,"2006-07-13T05:34:59.107
"
880574,44781,4,"2004-03-09T05:31:26.467
"
880574,14874,3,"2005-07-21T16:50:04.25
"
880574,13067,3,"2005-01-12T10:46:53.497
"
880574,161596,2,"2009-01-01T16:35:56.817
"
880574,50409,2,"2005-06-11T07:07:00.873
"
880574,52804,4,"2004-11-07T13:18:32.937
"
880574,75290,4,"2007-07-08T16:32:00.107
"
880574,14137,5,"2005-07-13T13:22:47.497
"
880574,23252,4,"2005-02-17T07:29:13.467
"
880574,70103,4,"2009-04-19T05:01:33.29
"
880574,89225,4,"2006-04-21T15:31:01.81
"
880574,16962,3,"2005-02-13T10:04:04.263
"
880574,25184,4,"2004-10-12T05:27:49.863
"
880574,52492,3,"2004-07-21T05:20:06.25
"
880574,26659,5,"2003-09-02T05:31:51.177
"
880574,79543,5,"2005-08-25T16:24:09.827
"
880574,14157,5,"2006-05-30T06:23:56.92
"
880574,14155,5,"2006-08-26T16:39:10.013
"
880574,14151,5,"2006-11-04T21:45:27.857
"
880574,15688,4,"2008-11-08T08:02:07.243
"
880574,19478,4,"2004-03-29T18:27:38.967
"
880574,17445,5,"2004-05-04T05:23:06.163
"
880574,17446,4,"2004-06-14T09:14:36.28
"
880574,21360,4,"2006-02-20T16:38:24.42
"
880574,25477,4,"2004-06-07T05:39:39.873
"
880574,25479,5,"2004-11-27T05:04:38.59
"
880574,14724,5,"2004-10-13T16:55:48.23
"
880574,14726,5,"2004-03-29T18:33:13.577
"
880574,50723,4,"2007-09-09T17:01:00.137
"
880574,50726,4,"2003-11-19T11:44:35.997
"
880574,24851,4,"2004-01-25T07:20:43.217
"
880574,35304,3,"2003-09-22T05:53:08.577
"
880574,72421,4,"2005-03-22T19:56:53.153
"
880574,23440,4,"2008-01-10T10:24:56.873
"
880574,88817,3,"2006-10-20T05:46:10.44
"
880574,80743,5,"2008-04-16T15:38:33.06
"
880574,68768,5,"2005-07-23T17:24:51.763
"
880574,146074,5,"2008-08-08T05:57:18.483
"
880574,6992,4,"2005-01-05T05:29:18.483
"
880574,18438,4,"2004-10-08T16:30:29.95
"
880574,16100,3,"2005-05-12T05:20:22.763
"
880574,21509,5,"2004-02-09T07:35:54.733
"
880574,14057,5,"2005-05-30T09:23:40.42
"
880574,72999,4,"2005-04-04T17:38:15.797
"
880574,69538,4,"2008-05-28T08:44:46.18
"
880574,17040,5,"2006-03-08T05:58:59.577
"
880574,50007,4,"2004-08-03T05:14:09.043
"
880574,71334,4,"2005-09-08T18:21:32.297
"
880574,14571,3,"2004-06-02T09:39:47.403
"
880574,18011,4,"2005-07-10T08:48:26.217
"
880574,69471,5,"2006-06-10T17:14:13.92
"
880574,21048,5,"2004-09-28T05:43:31.217
"
880574,29469,3,"2004-07-16T05:26:18.64
"
880574,50579,4,"2004-07-29T05:14:49.78
"
880574,20963,4,"2004-11-03T16:26:47.117
"
880574,83793,5,"2005-08-24T16:06:34.013
"
880574,8564,4,"2010-11-28T09:05:12.13
"
880574,26589,3,"2004-08-02T10:19:27.31
"
880574,19693,5,"2003-10-06T06:13:34.78
"
